20,481,1033,322,1495,1855,1673,741,2285,2837,24,2664,248,302,1487,946,1267,168,1583,465,1263,823,285,1820,19,20,25,20,756,769,20,20,730,1842,8040,72,-211,-38,72.89100807614652,180.37876766657047,27736,00:00.750000
21,480,1032,327,1495,1857,1673,741,2288,2832,23,2671,249,301,1488,950,1270,168,1581,468,1265,823,291,1821,19,20,25,20,758,768,20,20,722,1843,8037,65,-194,-36,72.90669908157753,180.3788222582388,27765,00:00.765625
20,482,1031,320,1493,1853,1673,746,2285,2837,24,2671,249,301,1489,951,1268,172,1582,467,1260,824,286,1818,19,19,26,20,755,767,20,20,703,1826,8026,45,-137,-33,72.87424318869829,180.38523497188987,27748,00:00.781250
20,484,1034,325,1495,1855,1674,742,2284,2834,24,2662,249,302,1486,952,1271,169,1585,467,1261,826,285,1823,19,19,25,20,756,768,20,20,706,1819,8030,61,-174,-28,72.91974708171206,180.31522913964548,27756,00:00.796875
20,480,1029,323,1495,1851,1670,742,2284,2836,24,2662,247,301,1481,945,1270,170,1586,471,1265,826,290,1825,19,19,25,20,757,770,20,20,706,1819,8030,61,-174,-28,72.96262120174458,180.2840536351512,27743,00:00.812500
20,484,1037,327,1495,1853,1675,745,2283,2836,23,2664,245,297,1480,944,1273,169,1587,471,1266,829,291,1825,19,19,25,19,753,768,20,20,716,1801,8049,84,-256,-41,72.9801527267488,180.0894388012391,27762,00:00.828125
20,483,1040,324,1494,1857,1677,746,2287,2831,23,2664,245,295,1485,943,1272,167,1584,471,1265,830,291,1825,19,20,25,19,756,766,20,20,720,1858,8040,80,-214,-37,72.97095159198963,180.1358593862556,27764,00:00.843750
20,486,1045,326,1500,1860,1681,751,2290,2842,24,2665,244,291,1490,945,1274,168,1587,471,1270,831,286,1820,19,19,25,20,752,766,20,20,703,1816,8078,77,-207,-31,72.92602848101266,180.00400963751437,27808,00:00.859375
20,487,1049,319,1498,1864,1681,752,2286,2835,24,2675,244,288,1490,942,1272,169,1588,469,1269,831,281,1823,19,19,25,19,749,765,20,20,694,1815,8091,73,-210,-24,72.92792890040299,179.97105282095566,27792,00:00.875000
20,489,1051,325,1500,1864,1684,752,2290,2830,24,2671,245,289,1489,941,1274,170,1579,468,1273,831,274,1826,19,19,24,20,748,762,20,20,694,1815,8091,73,-210,-24,72.92364434529163,179.89503796193011,27791,00:00.890625
20,491,1054,325,1500,1865,1684,753,2290,2824,23,2670,245,289,1497,943,1272,175,1581,467,1272,833,266,1819,19,19,25,19,747,763,20,20,721,1771,8062,75,-187,-23,72.90012594458439,179.9121626484347,27790,00:00.906250
21,491,1055,333,1501,1863,1687,756,2296,2834,24,2674,246,292,1504,953,1267,174,1586,467,1272,830,262,1813,19,19,25,20,748,763,20,20,729,1805,8058,82,-161,-29,72.80393389617389,180.00357463624934,27835,00:00.921875
20,496,1057,333,1498,1861,1671,760,2304,2826,24,2670,249,297,1516,964,1266,174,1584,465,1265,826,267,1801,19,19,25,20,754,765,20,20,738,1818,8062,109,-200,-48,72.70444747808594,180.2634358384825,27836,00:00.937500
20,499,1061,335,1492,1862,1666,756,2301,2827,24,2676,257,307,1536,984,1262,171,1581,462,1260,816,253,1789,19,19,28,20,763,769,20,20,717,1805,8024,97,-102,-51,72.52825345539401,180.7605636331,27855,00:00.953125
21,501,1070,340,1479,1858,1644,750,2319,2831,24,2673,267,319,1576,1020,1250,167,1562,460,1242,805,250,1753,19,20,38,20,790,776,20,20,714,1792,8010,144,-30,-72,72.18263161669775,181.79846865586,27884,00:00.968750
20,507,1070,338,1468,1848,1615,764,2335,2852,23,2700,281,349,1627,1077,1235,153,1540,440,1223,783,238,1693,19,20,55,20,817,785,20,20,714,1792,8010,144,-30,-72,71.51428315732952,183.4508322892429,27935,00:00.984375
21,513,1066,347,1447,1829,1573,773,2365,2875,24,2713,303,389,1682,1148,1212,115,1515,430,1197,762,244,1628,19,19,97,20,850,797,20,20,713,1796,8060,207,31,-118,70.78686681183736,185.6525720201335,28013,00:01.000000
21,522,1065,346,1422,1789,1518,754,2391,2885,23,2724,335,450,1755,1266,1192,111,1461,416,1164,728,247,1546,19,20,150,35,889,818,20,20,669,1818,8078,236,143,-148,70.02391288876237,188.875685004626,28102,00:01.015625
21,540,1033,342,1386,1751,1461,739,2418,2885,24,2736,380,530,1841,1383,1157,99,1384,404,1130,682,243,1454,19,20,284,63,924,828,20,20,646,1820,8068,263,182,-157,69.18291904542392,193.2702741037552,28201,00:01.031250
21,542,916,326,1353,1701,1411,722,2458,2890,24,2726,418,616,1905,1502,1119,92,1296,389,1094,637,237,1347,19,19,465,114,962,854,20,21,591,1850,8118,253,209,-150,68.398745392685,198.8039233059257,28216,00:01.046875
21,546,832,403,1323,1684,1376,712,2502,2900,24,2591,453,654,1963,1618,1078,87,1201,750,1056,594,228,1235,19,20,641,481,997,881,20,23,591,1850,8118,253,209,-150,68.39601563310622,203.96920070556496,28913,00:01.062500
20,547,726,805,1299,1667,1337,706,2540,2906,24,2692,494,694,2011,1731,1032,79,1092,378,1020,545,218,1136,20,20,817,240,1027,907,20,22,596,1889,8112,260,114,-137,66.9183407479494,205.8292089531489,28772,00:01.078125
21,547,645,226,1278,1642,1309,680,2578,2902,24,2703,522,749,2062,1849,987,71,943,363,978,484,196,1011,19,23,984,305,1061,935,20,35,603,1878,8079,260,20,-131,65.86247868712702,214.77850596760445,28152,00:01.093750
21,543,547,186,1254,1631,1276,668,2606,2908,24,2699,556,803,2112,1960,955,65,837,365,934,426,174,893,20,29,1140,352,1085,954,20,34,604,1880,8079,245,-41,-120,64.98181785803327,219.74258289703317,28077,00:01.109375
21,520,450,206,1234,1622,1241,653,2635,2921,24,2669,589,839,2152,2069,917,61,741,348,897,369,146,770,20,34,1265,412,1118,978,24,44,573,1902,8075,202,-33,-105,64.07358247883097,224.45526814105543,27989,00:01.125000
21,525,354,130,1213,1612,1208,627,2673,2898,24,2672,616,879,2209,2199,861,67,642,323,846,312,127,637,20,37,1408,466,1150,995,24,52,620,1851,8068,193,-79,-117,63.0707406475725,230.07737089876736,27827,00:01.140625
21,496,237,117,1191,1607,1179,597,2725,2905,24,2650,651,920,2252,2307,804,60,537,298,780,243,107,490,20,47,1552,523,1196,1034,20,82,620,1851,8068,193,-79,-117,61.94330008673027,236.16272766695576,27672,00:01.156250
20,471,156,102,1170,1575,1143,537,2764,2901,25,2602,699,977,2295,2453,737,56,437,274,634,156,73,342,20,52,1700,612,1298,1079,22,108,601,1928,8026,219,-124,-152,60.6954165150964,243.64063295743907,27490,00:01.171875
21,437,99,84,1151,1533,1107,432,2784,2901,25,2568,767,1037,2332,2635,677,61,260,242,465,81,57,193,20,63,1866,693,1405,1136,27,174,589,1897,8039,212,-119,-164,59.44323711264772,252.49566458127535,27333,00:01.187500
20,397,34,57,1098,1478,1064,322,2842,2863,24,2522,809,1074,2351,2712,566,60,144,200,375,54,38,138,20,91,2015,774,1487,1166,29,224,511,1936,8119,144,-142,-135,58.76761682934043,260.3081743566992,27048,00:01.203125
21,355,35,61,1031,1432,1038,242,2939,2865,25,2522,833,1092,2353,2730,446,50,123,122,357,53,44,127,21,99,2046,826,1535,1198,31,252,550,1972,8023,68,-289,-83,58.227382545346416,264.6704021706809,26904,00:01.218750
21,309,31,72,991,1395,1037,205,2929,2866,25,2550,830,1104,2328,2730,414,64,102,103,359,50,40,128,21,72,1926,753,1563,1196,31,243,550,1972,8023,68,-289,-83,57.74469571126548,264.66513138024766,26488,00:01.234375
21,304,25,61,1000,1389,1077,199,2914,2844,26,2630,775,1066,2244,2742,401,74,102,98,384,72,43,154,21,45,1636,637,1543,1204,28,129,568,1974,8005,-16,-481,-37,57.24754712608159,260.5441324165637,25888,00:01.250000
21,297,27,192,1073,1466,1184,209,2839,2823,27,2774,665,949,2055,2653,432,81,161,117,456,93,54,221,20,21,870,353,1447,1163,22,43,536,1990,8077,-177,-699,52,56.23490406320542,246.94771847791037,24808,00:01.265625
21,280,30,25,1238,1743,1389,252,2687,2778,30,3052,424,543,1680,2214,566,87,224,48,670,172,88,392,20,21,59,31,1179,1101,21,29,563,2021,8160,-410,-1194,181,56.56746341040963,226.52797263358448,23094,00:01.281250
21,181,31,31,1546,2147,2015,281,2470,2801,31,2917,98,131,570,800,705,69,342,21,1054,350,151,1074,20,21,30,22,600,689,22,25,200,2331,8012,-915,-2298,511,64.77353522053983,193.64452647418412,21266,00:01.296875
21,122,30,32,1599,2342,2249,285,2062,2701,31,2168,32,46,151,91,930,72,438,24,1375,560,130,1728,21,21,30,25,288,294,23,24,805,1774,13226,-1120,-5381,2321,73.4853848082226,171.1624216595638,19945,00:01.312500
22,86,29,26,1490,1984,1731,133,1580,2354,30,1423,29,52,238,24,1071,126,605,26,1475,585,117,2084,23,23,30,27,209,323,25,24,805,1774,13226,-1120,-5381,2321,80.2462786047545,165.3878860253277,18004,00:01.328125
24,99,29,31,1361,1617,1178,131,1171,1603,29,603,22,57,153,23,908,166,725,29,1260,353,85,2083,24,26,29,30,244,281,27,23,1189,4867,10523,-2000,-7537,3294,85.72483361064891,160.6809830837493,14424,00:01.343750
26,28,28,30,932,1158,850,141,786,1061,28,296,24,93,163,25,914,205,851,30,1037,138,93,1826,26,27,29,30,244,259,28,25,1188,3129,12575,-3515,-8706,3816,91.03534248972092,159.11709386755314,11431,00:01.359375
27,28,31,33,646,759,718,192,377,924,31,103,26,92,144,28,735,143,80,31,764,169,73,714,29,28,31,32,258,462,29,28,-2022,4752,9286,-8627,-7169,2962,85.76793303283966,177.43464262717322,7765,00:01.375000
30,28,32,37,380,467,455,299,254,854,31,31,28,129,70,29,244,121,31,31,475,28,85,350,30,28,32,32,227,551,30,29,-3986,10919,6513,-10463,-6012,-645,77.08698430083972,200.2715407082877,5478,00:01.390625
30,29,31,31,304,327,319,355,271,846,32,31,29,128,54,30,163,49,32,31,286,35,95,242,31,28,31,31,166,610,30,29,-3986,10919,6513,-10463,-6012,-645,71.53494510135135,211.0144636824324,4736,00:01.406250
30,28,32,32,285,306,261,275,274,884,32,31,28,106,65,30,177,84,32,32,313,47,104,278,30,28,32,32,193,555,30,29,-5231,13583,6907,-3999,-5157,-7415,73.36869009584665,208.12917997870076,4695,00:01.421875
31,28,32,32,289,345,273,323,274,871,31,32,29,127,50,29,110,77,32,31,314,70,108,301,30,28,31,33,185,443,30,29,-5966,6826,4767,1071,-3826,-12414,72.46439328743546,204.0153829604131,4648,00:01.437500
30,28,32,32,281,351,272,322,291,834,31,32,29,107,78,29,45,44,31,32,318,72,105,301,31,29,31,31,199,376,29,29,-7064,5687,5816,3270,-2693,-13392,70.96999107541276,204.5141677822401,4482,00:01.453125
30,28,31,33,290,411,273,331,303,802,32,31,29,106,87,29,31,28,32,31,342,48,102,300,30,28,32,31,189,247,31,29,-7503,2010,6330,4634,-450,-11620,69.68665752798721,198.18562942654788,4377,00:01.468750
30,28,32,32,291,442,290,329,317,842,31,31,29,96,84,29,30,29,32,32,344,52,89,280,30,28,32,32,202,158,30,30,-7038,330,7072,4204,2097,-8316,68.46458858583543,193.24306669722668,4363,00:01.484375
30,28,32,31,282,485,268,340,325,792,32,32,29,83,66,29,30,28,32,32,303,58,90,280,30,28,31,32,177,96,30,30,-7038,330,7072,4204,2097,-8316,68.04581245526127,188.45299451204963,4191,00:01.500000
30,28,31,31,298,483,256,381,336,825,31,30,30,79,69,30,31,40,31,32,260,38,94,272,30,29,31,31,179,29,30,29,-6178,38,8552,3331,4624,-4330,66.17296581608089,183.87927298988927,4154,00:01.515625
30,28,31,31,288,439,240,358,327,757,31,32,29,129,46,29,36,50,31,31,175,36,104,219,30,29,31,32,144,29,30,29,-4336,84,9903,2725,7196,-889,65.15889665889667,187.06241906241905,3861,00:01.531250
31,28,31,32,287,431,212,308,331,782,31,32,30,95,31,30,34,53,32,31,169,40,106,218,30,28,31,32,122,30,30,30,-2295,582,10377,2083,9048,1241,65.16037988228999,184.59135901551636,3738,00:01.546875
30,29,30,32,281,428,223,375,288,747,32,31,29,66,30,30,59,36,33,31,205,44,83,192,30,29,32,31,117,30,31,29,-354,1348,10612,1819,9878,2359,65.35079880855673,180.858786894124,3693,00:01.562500
30,29,31,32,258,387,235,362,312,768,32,31,29,78,31,29,68,36,32,31,255,50,83,234,30,28,31,31,127,30,30,29,-354,1348,10612,1819,9878,2359,66.91537246643854,180.95367201895235,3799,00:01.578125
31,29,32,32,264,376,254,332,281,733,31,32,29,77,30,30,31,29,32,31,303,42,78,231,30,29,31,31,109,29,30,29,1146,1919,10681,1754,9528,2935,67.51884490238612,181.56561822125812,3688,00:01.593750
31,29,31,31,263,320,286,372,315,747,31,31,29,75,30,30,30,29,31,32,343,56,80,204,30,30,31,31,113,30,30,30,2710,2526,11556,1864,8392,3327,67.15577889447236,181.3237238825708,3781,00:01.609375
31,29,32,31,266,243,338,379,311,754,31,31,29,84,31,30,30,29,31,32,381,38,92,220,30,29,31,31,131,30,30,29,3948,2850,11820,2347,7577,3367,68.329604578564,182.079604578564,3844,00:01.625000
30,29,31,31,236,243,368,358,313,725,31,32,29,80,30,29,30,29,31,32,394,54,101,261,30,28,31,32,119,31,30,30,5259,1840,11190,3039,6708,2685,70.55184033177812,181.54989631933643,3858,00:01.640625
30,29,31,31,232,240,392,331,325,726,31,31,29,84,30,29,30,29,31,32,401,88,69,249,30,29,31,31,137,30,29,29,5626,-619,10852,3304,5492,1281,70.85255417956657,182.78934468524253,3876,00:01.656250
31,29,31,31,239,237,412,322,339,702,31,32,29,82,30,29,31,29,31,32,398,96,37,255,30,29,31,31,153,30,30,30,5626,-619,10852,3304,5492,1281,71.01830368651714,183.5707656612529,3879,00:01.671875
31,30,31,32,233,220,405,275,322,684,31,32,29,84,30,30,31,29,32,31,397,93,50,262,30,29,32,32,166,30,30,29,5901,-1666,10864,3143,5098,-847,72.29747501315097,185.48448185165705,3802,00:01.687500
31,29,31,31,230,262,406,252,322,693,32,31,29,82,30,30,31,29,31,31,396,94,34,272,31,29,32,32,152,30,31,29,7876,-2298,7705,2222,4983,-2714,72.22168199737187,184.8860709592641,3805,00:01.703125
30,29,32,32,222,329,376,277,344,706,31,31,29,86,31,29,30,29,31,32,418,84,51,249,30,29,32,31,131,30,30,29,10611,-493,5365,1013,3301,-2699,70.7889175257732,183.4628865979381,3880,00:01.718750
31,29,32,31,245,326,379,257,342,723,32,32,29,80,30,30,30,28,31,31,409,62,53,220,30,29,31,32,143,30,30,30,12011,-1170,5309,2169,680,-850,69.75539381336107,184.47998440343125,3847,00:01.734375
31,30,32,32,249,370,333,251,308,682,31,32,29,88,30,30,30,29,31,31,399,74,47,258,30,29,31,32,121,30,30,30,12011,-1170,5309,2169,680,-850,71.01926121372031,183.3240105540897,3790,00:01.750000
31,29,31,31,243,287,250,311,338,674,31,31,29,96,30,29,31,29,32,31,333,53,61,222,30,29,31,31,124,31,30,29,12588,-4156,5088,2207,-2163,1281,67.92843246247915,185.030989438577,3598,00:01.765625
31,29,31,31,249,228,209,316,316,668,31,31,30,64,31,29,30,29,31,31,103,30,94,211,30,29,31,31,230,425,31,30,7546,-2185,6805,-3013,-6008,2988,67.72311827956989,217.66505376344085,3720,00:01.781250
31,29,32,32,221,138,76,286,342,630,31,32,29,77,31,29,31,29,31,31,29,25,92,150,30,29,31,32,378,1664,30,29,-579,1735,8888,-5631,-6278,4544,70.73757200768082,283.75080008534246,4687,00:01.796875
31,30,31,31,142,50,31,342,355,614,31,31,28,623,30,30,31,30,32,30,28,22,150,170,30,29,31,713,1124,2011,71,49,-191,624,7945,-7071,-2681,5506,73.21859332473858,331.29487179487177,6981,00:01.812500
30,29,31,24,145,52,31,295,361,681,31,23,29,1319,52,26,31,29,30,22,24,20,179,98,32,30,416,2635,2023,1842,31,1544,5935,8437,15080,-3213,-5379,5121,72.66698229724166,376.1755043227666,12145,00:01.828125
31,28,28,21,87,70,30,115,296,573,27,49,433,1690,117,35,30,28,26,20,20,19,200,74,30,918,1591,3098,2547,1821,174,2616,5935,8437,15080,-3213,-5379,5121,77.18067925424533,395.72289514309466,16842,00:01.843750
29,24,23,20,71,154,30,53,678,426,24,118,804,1725,185,674,29,25,22,20,19,19,122,47,29,1690,2562,3179,2528,1762,235,2294,3201,4270,13477,-1897,-5393,1785,78.35308358817534,393.241997961264,19620,00:01.859375
28,23,22,21,91,221,30,36,992,443,23,309,1000,1737,84,1269,27,23,21,19,53,19,127,46,29,2033,2858,3067,2418,1721,214,1996,815,1816,9768,-1213,-2193,-19,77.50507142857143,385.58635714285714,21000,00:01.875000
27,23,21,21,117,255,171,45,1220,482,23,483,1049,1745,283,1503,27,22,21,19,77,20,136,42,28,2101,2961,2948,2342,1705,206,1841,510,2033,8280,-266,-644,-285,76.31059916226553,377.2974185030049,21964,00:01.890625
27,22,21,21,153,273,170,37,1429,585,23,615,1089,1747,888,1660,26,22,21,19,77,22,114,38,27,2110,3014,2855,2313,1694,154,1766,416,2068,8136,174,-276,-254,74.29806356373741,369.7772664119486,23032,00:01.906250
26,22,21,22,163,280,194,33,1582,606,23,700,1134,1741,1468,1723,26,22,21,19,84,24,75,53,28,2141,3056,2808,2274,1688,188,1727,416,2068,8136,174,-276,-254,73.01543467378609,365.3100075087602,23972,00:01.921875
25,23,21,23,161,293,186,34,1750,617,23,769,1171,1761,1814,1782,25,22,20,19,79,21,74,46,27,2209,3097,2762,2249,1677,168,1711,391,2162,7958,209,-137,-218,72.11547508009247,362.409201508577,24659,00:01.937500
25,22,21,23,170,298,191,33,1804,625,24,807,1200,1765,2028,1810,25,21,20,19,80,22,74,50,26,2284,3137,2748,2240,1672,136,1711,384,2127,7961,126,25,-157,71.86772729082873,360.91143323643024,25111,00:01.953125
25,21,21,26,182,303,184,34,1902,615,23,852,1212,1761,2182,1834,25,21,20,19,78,22,66,45,27,2358,3174,2709,2222,1672,157,1704,349,2094,8003,-81,6,-94,71.54945873862566,359.80753843740194,25496,00:01.968750
24,25,20,26,187,317,191,33,2028,625,23,900,1224,1759,2341,1853,24,21,20,19,80,21,69,44,33,2407,3201,2669,2206,1668,130,1698,349,2096,8058,-187,-46,-72,71.15102758247701,357.8542841690489,25886,00:01.984375
24,22,20,27,196,334,221,31,2115,645,24,952,1241,1754,2397,1870,51,21,20,19,84,20,53,48,63,2418,3216,2629,2195,1660,125,1684,379,2016,8088,-122,-72,-71,70.93997096909737,356.0035333664388,26179,00:02.000000
24,22,20,26,199,351,227,37,2228,688,24,993,1246,1751,2471,1881,53,21,20,19,83,19,51,49,91,2411,3231,2613,2190,1652,147,1679,379,2016,8088,-122,-72,-71,70.52762378851303,354.49257080363543,26517,00:02.015625
23,32,21,23,206,385,255,40,2316,718,24,1032,1245,1731,2472,1898,60,27,20,19,94,20,47,45,95,2365,3233,2587,2179,1638,141,1674,320,2023,8099,-41,-208,-65,70.18837427339209,352.41890118132386,26665,00:02.031250
23,33,20,22,212,401,286,40,2387,781,24,1056,1243,1725,2501,1911,64,22,20,19,98,20,36,49,82,2316,3233,2567,2172,1632,145,1657,317,2100,7949,-104,-265,-45,69.76646639549203,350.589860805314,26797,00:02.046875
23,29,20,21,223,431,335,45,2460,853,24,1078,1238,1701,2481,1912,58,24,20,19,99,19,35,49,92,2269,3233,2535,2167,1622,143,1647,319,2082,7948,-348,-302,6,69.44974911726445,348.68595056680914,26905,00:02.062500
22,37,20,23,242,476,362,48,2516,936,23,1098,1226,1681,2459,1910,88,28,20,19,101,21,29,52,84,2225,3231,2519,2167,1602,135,1633,352,2029,7968,-520,-271,49,69.20654385380831,346.14571079791364,27033,00:02.078125
22,24,21,28,255,534,504,48,2562,976,24,1130,1215,1651,2387,1912,81,21,20,19,99,21,23,51,95,2193,3230,2491,2162,1569,121,1628,352,2029,7968,-520,-271,49,69.12859092082458,344.1099863554228,27117,00:02.093750
22,40,20,34,277,604,629,50,2628,1088,24,1174,1188,1613,2311,1925,103,21,20,19,116,22,29,48,82,2128,3236,2435,2140,1539,103,1612,327,1974,7977,-569,-220,66,68.87831744868035,340.0519061583578,27280,00:02.109375
22,21,21,39,329,688,804,49,2651,1216,24,1248,1157,1566,2212,1939,189,34,20,19,157,30,64,63,64,2012,3223,2356,2092,1501,74,1573,361,1916,8014,-333,-92,59,68.98093382379722,333.9073460319773,27457,00:02.125000
21,20,21,38,391,769,928,50,2689,1393,23,1327,1105,1502,2163,1979,284,34,20,19,235,60,98,72,40,1853,3206,2274,2025,1450,44,1507,297,1917,7964,-263,-44,66,68.82899782923299,326.6397431259045,27640,00:02.140625
21,20,21,43,474,848,1011,48,2684,1618,24,1419,1047,1439,2118,2020,438,34,22,19,283,107,146,121,23,1652,3182,2172,1927,1391,38,1391,332,1882,8007,-356,-70,95,68.82840545304126,318.0303406352289,27801,00:02.156250
21,50,21,46,584,927,1096,59,2644,1840,23,1529,968,1354,2070,2067,594,50,46,28,401,196,193,198,22,1376,3125,2034,1818,1325,31,1208,280,1882,8019,-468,-285,152,69.10218651588892,306.8266711995419,27944,00:02.171875
21,115,21,52,684,1012,1162,56,2598,2134,23,1633,858,1228,2000,2183,736,55,75,148,570,352,297,464,22,1042,3032,1784,1669,1220,27,830,280,1882,8019,-468,-285,152,70.11625093406398,289.9955520762908,28103,00:02.187500
21,167,36,53,811,1106,1207,107,2530,2418,22,1765,754,1117,1930,2130,872,73,192,227,723,512,385,801,21,667,2851,1586,1514,1105,21,489,251,1857,8148,-500,-539,198,71.25337610321483,272.15400701804134,28213,00:02.203125
21,211,69,58,944,1202,1274,146,2429,2671,22,1926,646,977,1861,1950,1029,95,326,317,862,670,424,1238,21,389,2578,1284,1361,986,20,231,277,1863,8201,-506,-718,257,72.82410227353212,253.39531836532333,28238,00:02.218750
20,269,161,68,1082,1320,1319,239,2345,2816,22,2183,523,797,1756,1696,1174,168,669,401,1007,860,545,1596,20,153,1968,865,1199,850,24,69,205,1867,8247,-422,-962,366,74.34585225659949,230.63330258302585,28184,00:02.234375
20,333,562,106,1253,1506,1375,436,2285,2753,23,2542,383,518,1616,1355,1294,386,1288,533,1197,1079,628,1848,19,45,896,306,958,708,20,28,115,2089,8395,-253,-1159,678,75.99994699459344,200.4456871267536,28299,00:02.250000
21,357,1131,173,1454,1644,1480,601,2230,2634,23,2707,220,295,1458,1000,1369,615,1690,564,1407,1287,716,2082,19,19,162,59,638,563,19,19,115,2089,8395,-253,-1159,678,78.32651102735902,177.4149218313791,28656,00:02.265625
21,370,1473,218,1673,1776,1611,757,2193,2432,22,2697,98,117,1195,546,1446,883,1731,645,1621,1477,822,2356,19,19,20,19,351,400,19,19,304,2272,8284,148,-1659,1469,81.84531432899539,162.9138263444192,29046,00:02.281250
21,383,1640,262,1732,1863,1907,919,2112,2274,21,2435,34,43,722,198,1573,1060,1738,868,1737,1600,942,2561,19,19,20,19,259,270,19,19,896,1713,9911,391,-3635,2092,85.6190207927891,152.7930793130527,29289,00:02.296875
21,391,1736,33,1765,1919,2222,1002,2005,2136,21,2164,21,27,283,43,1707,1224,1686,1195,1774,1685,962,2627,19,18,20,19,201,154,19,19,1437,2403,9608,1087,-5827,1957,88.64798406483962,146.2384950889484,29118,00:02.312500
28,421,1814,20,1792,1941,2481,1059,1869,2014,21,3212,20,22,132,25,1833,1336,1682,23,1818,1748,786,2629,19,18,19,32,120,71,20,19,1399,1909,9910,1155,-7321,1609,87.34566519763118,149.68871367580223,29044,00:02.328125
36,441,1858,32,1838,1968,2657,1063,1694,1930,20,32,20,22,103,21,2017,1416,1702,48,1873,1787,618,2630,19,18,19,31,35,18,20,18,1399,1909,9910,1155,-7321,1609,94.6725888324873,135.5456083679434,26004,00:02.343750
